SciName,keyID,Category,CommonName,Token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,GHSpreadRapidly,GHDeerResistant,GHGroundhogResistant,bloomsJan,bloomsFeb,bloomsMar,bloomsApr,bloomsMay,bloomsJun,bloomsJul,bloomsAug,bloomsSep,bloomsOct,bloomsNov,bloomsDec,PCHeightLow,PCHeightHigh,PCSpreadLow,PCSpreadHigh,PCBloomTime,PCGroundCover,Albemarle_County,Charlottesville_City,Buckingham_County,Culpeper_County,Fluvanna_County,Greene_County,Louisa_County,Madison_County,Nelson_County,Orange_County,Virginia,United_States,Disputed,Fauquier_County,Rappahannock_County
Chasmanthium latifolium,1210,2.0,"river oats,spanglegrass,inland oats",CHLA5,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,2.0,4.0,,,"06,07,08,09", ,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True
Chasmanthium laxum,1211,2.0,"slender woodoats,slender spikegrass",CHLA6,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.5,3.5,2.5,3.5,"07,08", ,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False
Cinna arundinacea,1218,2.0,wood reedgrass,CIAR2,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,3.0,5.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
"Coleataenia anceps,Panicum anceps",1419,2.0,beaked panicgrass,PAAN,False,True,False,False,True,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,2.0,4.0,2.0,4,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Cyperus esculentus,1242,2.0,"yellow nutsedge,wild chufa,earth almond",CYES,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,1.0,2.0,1.0,2,"05,06,07,08,09", ,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
Cyperus odoratus,1243,2.0,"fragrant,rusty flatsedge",CYOD,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,0.5,1.5,1.0,1.5,"05,06,07,08,09,10", ,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False
Cyperus strigosus,1244,2.0,straw colored flatsedge,CYST,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,0.5,3.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Danthonia compressa,1245,2.0,"moonshine grass,mountain oatgrass",DACO,True,True,True,True,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,1.0,2.5,1.0,1,, ,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True
Danthonia sericea,1246,2.0,silky oatgrass,DASE2,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,8.0,20.0,,,"03,04,05", ,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False
Danthonia spicata,1247,2.0,poverty oatgrass,DASP2,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,0.5,1.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
"Deschampsia flexuosa,cespitosa ",1251,2.0,tufted hairgrass,DEFL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Dichanthelium clandestinum,1255,2.0,deer tongue grass,DICL,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,18.0,54.0,,,"05,06,07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Dichanthelium commutatum,1256,2.0,"variable panicgrass,Ashe's panic grass",DICO2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,1.5,2.0,,,"05,06,07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Dulichium arundinaceum,1266,2.0,"dwarf bamboo,three way sedge",DUAR3,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.0,2.0,,,"07,08", ,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False
Eleocharis acicularis,1268,2.0,needle spikerush,ELAC,True,False,False,False,True,True,True,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
Eleocharis obtusa,1270,2.0,blunt spikerush,ELOB2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Eleocharis quadrangulata,1271,2.0,squarestem spikerush,ELQU,True,False,False,False,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4.0,8.0,4.0,8,"05,06,07,08,09", ,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False
Elymus canadensis,1274,2.0,"nodding,Canada wild rye",ELCA4,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,,,,,,,,,,,,,3.0,5.0,,,, ,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False
Elymus hystrix,1275,2.0,bottlebrush grass,ELHY,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,5.0,12.0,18,"06,07,08", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Elymus riparius,1276,2.0,riverbank wild rye,ELRI,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,1.0,3.0,12.0,24,"07,08,09", ,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
Elymus virginicus,1277,2.0,Virginia wild rye,ELVI3,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.5,3.0,12.0,24,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Eragrostis capillaris,1281,2.0,"lace grass,lace lovegrass",ERCA,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,8.0,16.0,,,"08,09,10", ,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True
Eragrostis spectabilis,1282,2.0,"purple lovegrass,tumblegrass",ERSP,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,1.0,1.75,1.0,2,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
"Erianthus giganteus,Saccharum giganteum",1526,2.0,giant plumegrass,SAGI,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.0,10.0,,,10, ,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False
Festuca rubra,1298,2.0,red fescue,FERU2,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,3.0,8.0,3.0,18,,Y,True,True,False,False,True,True,False,True,True,False,True,True,False,True,True
Festuca subverticillata,1299,2.0,nodding fescue,FESU3,True,True,True,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,2.0,3.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Glyceria melicaria,1310,2.0,"slender,melic mannagrass",GLME2,True,True,True,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3.0,4.0,3.0,4,"04,05", ,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True
Glyceria striata,1311,2.0,fowl mannagrass,GLST,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,2.0,3.5,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Hierochloe odorata,1330,2.0,sweet grass,HIOD,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,10.0,24.0,,,,Y,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Juncus acuminatus,1351,2.0,"sharp fruited,tapertip rush",JUAC,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,6.0,40.0,,,"03,04,05", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Juncus canadensis,1352,2.0,Canadain rush,JUCA3,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,,,7, ,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False
Juncus dichotomus,1353,2.0,forked rush,JUDI,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,12.0,40.0,,,"04,05", ,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True
Juncus effusus,1354,2.0,"common,soft rush",JUEF,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,15.0,50.0,,,"07,08,09", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Juncus marginatus,1355,2.0,grassleaf rush,JUMA4,True,True,False,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,10.0,20.0,,,"04,05", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Juncus scirpoides,1356,2.0,needlepod rush,JUSC,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3.0,28.0,,,"04,05", ,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False
Juncus tenuis,1357,2.0,"slender,path rush",JUTE,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.5,2.0,6.0,12,"05,06",Y,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Leersia oryzoides,1361,2.0,rice cutgrass,LEOR,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,2.0,5.0,24.0,36,"06,07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Leersia virginica,1362,2.0,"whitegrass,Virginia cutgrass",LEVI2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,2.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Muhlenbergia capillaris,1401,2.0,"pink cloud,hair awn muhly grass,long awn hairgrass, pink muhly grass",MUCA2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,2.0,3.0,2.0,3,"09,10,11", ,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False
Muhlenbergia mexicana,1402,2.0,"satin,hairy wirestem,Mexican muhly grass",MUME2,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,1.5,2.5,1.5,2.5,"07,08,09", ,False,False,False,True,False,True,False,True,True,False,True,True,False,True,True
Coleataenia anceps,,2.0,Beaked panic grass,PAAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Panicum dichotomiflorum,1420,2.0,"Spreading,fall panicgrass",PADI,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,18.0,48.0,,,, ,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Coleataenia stipitata,1421,2.0,"long leaf,redtop panicgrass",PARI4,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.0,4.0,2.0,4,"07,08", ,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False
Panicum virgatum,1422,2.0,switch grass,PAVI2,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,3.0,5.0,24.0,36,"07,08,09,10,11,01,02", ,True,True,False,True,False,False,True,True,True,False,True,True,False,True,False
Phalaris arundinacea,1435,2.0,"reed canarygrass,ribbon grass",PHAR3,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,3.0,5.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Phragmites australis,1447,2.0,common reed,PHAU7,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,4.0,16.0,,,, ,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False
Poa pratensis,1458,2.0,Kentucky bluegrass,POPR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
Saccharum alopecuroides,1525,2.0,"silver,wooley plumegrass",SAAL21,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,3.0,10.0,3.0,6,"08,09,10", ,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False
Schizachyrium scoparium,1540,2.0,little bluestem,SCSC,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,2.0,3.0,1.5,2`,"08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Schoenoplectus pungens ,1541,2.0,common three square,SCPUP5,True,True,False,False,,True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,1.5,4.0,,,, ,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False
Schoenoplectus tabernaemontani,1542,2.0,"great,softstem bulrush",SCTA2,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,,,,,,,,,,,,,4.0,8.0,,,, ,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True
Scirpus atrovirens,1543,2.0,dark green bulrush,SCAT2,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4.0,5.0,3.0,4,"06,07", ,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False
