sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter,Location,Bloom Months,Active Growth,Light Requirements,Propagation Method,Product Type,Soil Type,Moisture Needs,Soil Adaptation
Euonymus americanus,1289.0,"heart a bursting,strawberry bush",EUAM9,,True,True,True,True,True,True,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,,False,False,False,False,True,True,False,False,False,False,False,False,4.0,12.0,4.0,6,,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,75018,Dicot,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Low,False,False,False,False,Low,,,,None,False,True,True,Green,False,Dark Green,Porous,Porous,Fine,Yellow,True,Multiple Stem,Moderate,6.0,False,False,Moderate,False,None,True,Erect,None,Medium,8.0,True,True,True,Low,None,True,None,Medium,Medium,120.0,High,High,6.0,5.0,200.0,100.0,70.0,35.0,8.0,None,Intermediate,-23.0,Late Spring,Routinely Available,Medium,Summer,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Medium,False,,35100.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,May;June,Spring;Summer,Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Nursery Stock,Clay;Adaptable,Low;Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Frangula caroliniana ,1113.0,"Carolina buckthorn,Rhamnus caroliniana",FRCA13,True,True,,,True,True,True,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,False,False,False,False,True,True,False,False,False,False,False,False,10.0,15.0,10.0,15,,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,87257,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,,,,,None,False,False,False,Yellow,False,Green,Moderate,Porous,Coarse,Black,False,Single Crown,Moderate,20.0,False,False,Short,False,None,False,Erect,,,35.0,True,True,True,Low,Medium,False,Low,,Low,168.0,,,7.5,6.0,1280.0,640.0,51.0,16.0,,None,Tolerant,-27.0,Late Spring,,,Summer,Fall,False,False,False,False,False,True,False,False,False,False,Rapid,,False,,,False,False,False,False,Albemarle County;Virginia;United States,May;June,,Full;Partial Sun,Cuttings,,Well Drained;Adaptable,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Gaultheria procumbens,1304.0,"wintergreen,eastern teaberry,checkerberry",GAPR2,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3.0,6.0,6.0,12,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,65159,Dicot,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,,True,False,False,False,Medium,Low,,,None,False,True,False,White,True,Dark Green,Dense,Dense,Coarse,Red,True,Stoloniferous,Slow,0.5,False,False,Long,False,None,True,Prostrate,None,High,,True,False,True,None,Low,True,High,Low,High,120.0,None,Low,6.5,4.0,4800.0,2700.0,60.0,32.0,12.0,None,Tolerant,-33.0,Spring,No Known Source,Low,Summer,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Low,False,Moderate,3855000.0,True,True,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County,June;July,Spring;Summer;Fall,Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Berry Nut Seed;Nursery Stock,Acid;Well Drained,Medium,Coarse textured soils;Medium textured soils
Gaylussacia baccata,1305.0,black huckleberry,GABA,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,1.0,3.0,2.0,4,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,65162,Dicot,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,Low,True,False,False,False,Medium,Low,,,None,False,False,False,White,True,Green,Dense,Moderate,Medium,Black,False,Multiple Stem,Slow,4.0,False,False,Long,False,None,True,Erect,None,High,2.0,True,True,True,Low,Low,False,Medium,Low,High,100.0,Low,Low,6.5,4.5,4800.0,1200.0,60.0,28.0,14.0,None,Tolerant,-33.0,Late Spring,No Known Source,Medium,Summer,Summer,True,True,False,True,False,False,True,False,False,False,Slow,Low,False,Slow,354000.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May;June,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Seed,Berry Nut Seed;Nursery Stock,Acid;Rocky,Low;Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Hamamelis virginiana,1312.0,witch hazel,HAVI4,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,15.0,25.0,15.0,20,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70550,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,Medium,True,False,False,False,Low,Low,,,None,False,False,False,Yellow,True,Green,Dense,Porous,Coarse,Brown,True,Multiple Stem,Slow,20.0,False,False,Long,False,None,True,Semi-Erect,None,Medium,15.0,False,True,True,Low,Low,True,Low,Medium,High,120.0,Low,Medium,6.2,4.5,2700.0,1200.0,60.0,30.0,20.0,None,Intermediate,-28.0,Fall,Routinely Available,Low,Spring,Summer,True,True,False,True,False,False,True,False,False,False,Slow,High,False,None,11000.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,July;August;September;October;November;December,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Seed,Berry Nut Seed,Loam,Low;Medium,Fine textured soils;Medium textured soils
Hydrangea arborescens,1332.0,"wild,smooth hydrangea,sevenbark",HYAR,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,3.0,6.0,4.0,8,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,88398,Dicot,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,June;July;August,,Full;Partial Sun,,,Basic;Clay;Well Drained;Rocky,Medium,
Hypericum densiflorum,1334.0,bushy St. Johnswort,HYDE,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,2.0,4.0,3.0,4,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,68451,Dicot,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,,None,False,False,False,Yellow,False,Green,Dense,Moderate,Fine,Brown,False,Multiple Stem,Slow,6.6,False,False,Moderate,False,None,True,Erect,None,,,True,True,True,Medium,Low,False,Low,Low,Low,140.0,None,Medium,7.5,4.0,2700.0,1700.0,50.0,35.0,18.0,None,Tolerant,7.0,Late Spring,Routinely Available,Medium,Spring,Summer,True,True,False,True,False,False,False,False,False,False,Slow,Low,False,None,,True,False,False,False,Nelson County;Virginia;United States;Fauquier County,July;August;September,Spring,Full;Partial Sun,Bare Root;Container,,Clay;Loam;Adaptable;Some Organic Material,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Hypericum prolificum,1639.0,shrubby St. John's wort,HYPR,True,True,,True,True,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,,True,,False,False,False,False,False,True,True,True,False,False,False,False,2.0,5.0,2.0,4,,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,68521,Dicot,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,False,False,False,False,,,,,None,False,False,False,Yellow,True,Green,Moderate,Porous,Medium,Brown,False,Single Crown,Moderate,3.2,False,False,Moderate,False,None,False,Erect,None,High,,True,True,True,Medium,Low,False,Low,Medium,Low,100.0,None,High,7.2,4.6,7000.0,4800.0,55.0,30.0,10.0,None,Intermediate,-28.0,Late Spring,No Known Source,Medium,Summer,Summer,False,False,False,False,False,False,False,False,True,False,Moderate,Medium,False,None,,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County,June;July;August,Spring;Summer,Full;Partial Sun,Sprigs,,Rocky;Adaptable,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Ilex decidua,1336.0,"deciduous holly,possumhaw",ILDE,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,9.0,18.0,9.0,18,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,74925,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,High,False,False,False,False,High,,,,None,True,False,False,Yellow,False,Dark Green,Dense,Moderate,Medium,Red,True,Multiple Stem,Rapid,33.0,False,False,Moderate,False,None,True,Erect,Slight,,33.0,True,True,True,Medium,Low,False,Medium,Low,High,160.0,Medium,Medium,6.5,3.5,3450.0,1746.0,60.0,30.0,12.0,None,Tolerant,-18.0,Spring,Routinely Available,High,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Rapid,High,False,Moderate,,True,True,False,False,Buckingham County;Culpeper County;Fluvanna County;Louisa County;Fauquier County,June;July;August,Spring;Summer,Full;Partial Sun,Bare Root;Container;Seed,Nursery Stock,Acid;Adaptable;Some Organic Material,Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Ilex glabra,1337.0,inkberry holly,ILGL,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,6.0,8.0,5.0,8,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,74928,Dicot,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Low,Low,,,None,False,False,True,White,False,Green,Moderate,Porous,Coarse,Black,True,Multiple Stem,Slow,8.0,False,True,Long,False,None,False,Erect,None,High,5.0,True,True,True,High,Medium,True,Low,Medium,Low,165.0,Medium,High,7.0,4.5,2700.0,1200.0,60.0,32.0,16.0,Medium,Intolerant,-13.0,Spring,Routinely Available,Medium,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,29000.0,False,True,True,False,Fluvanna County;Virginia;United States,May;June,Summer;Fall,Full;Partial Sun,Bare Root;Container;Seed,Nursery Stock,Acid;Adaptable,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Ilex montana ,,mountain holly,ILMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74940,Dicot,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,
