sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter,Location,Bloom Months,Active Growth,Light Requirements,Propagation Method,Product Type,Soil Type,Moisture Needs,Soil Adaptation
Betula lenta,1152.0,"sweet,black birch",BELE,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,50.0,75.0,40.0,60,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,69974,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Low,False,False,True,True,Medium,,Medium,,None,False,False,False,Yellow,False,Green,Moderate,Porous,Medium,Brown,False,Single Stem,Moderate,60.0,False,False,Moderate,False,None,True,Erect,None,High,15.0,True,False,True,None,Low,False,Medium,Medium,Low,90.0,None,Medium,6.8,3.6,700.0,300.0,80.0,29.0,28.0,Medium,Intolerant,-26.0,Late Spring,Field Collections Only,Low,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Slow,Medium,False,None,646000.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May,Spring;Summer,Partial Sun;Shade,Bare Root;Container;Seed,Lumber,Acid;Clay;Well Drained,Medium,Coarse textured soils;Medium textured soils
Betula nigra,1153.0,"river,red birch",BENI,False,True,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,50.0,75.0,35.0,90,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,69997,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Low,False,False,True,True,Medium,Low,Low,,None,True,False,False,Brown,False,Green,Moderate,Porous,Medium,Brown,False,Multiple Stem,Rapid,70.0,False,False,Short,False,None,True,Erect,None,Medium,35.0,True,True,True,Medium,None,False,Low,Medium,Medium,150.0,None,High,6.5,3.0,700.0,300.0,80.0,30.0,20.0,None,Intolerant,-31.0,Mid Spring,Routinely Available,High,Spring,Spring,False,True,False,True,False,True,True,False,False,False,Rapid,High,False,Slow,374400.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County,April;May,Spring;Summer,Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,,Acid;Clay;Well Drained;Gravel;Silt;Loam,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Betula papyrifera,1154.0,paper birch,BEPA,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,50.0,70.0,25.0,50,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,70004,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,True,False,True,True,High,Low,High,,None,True,True,False,Yellow,True,Green,Moderate,Porous,Medium,Brown,False,Single Stem,Rapid,70.0,False,False,Moderate,False,None,True,Erect,None,Medium,40.0,True,True,True,Low,Low,True,Low,Medium,High,80.0,Low,High,7.4,4.2,700.0,300.0,60.0,12.0,24.0,Medium,Intolerant,-62.0,Mid Spring,Routinely Available,High,Summer,Summer,True,True,False,True,False,True,True,False,False,False,Rapid,Medium,False,None,1380800.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County,,Spring;Summer,Full;Partial Sun,Bare Root;Container;Cuttings;Seed,Nursery Stock,Silt;Rocky;Loam,Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Carya tomentosa,1196.0,mockernut hickory,CATO6,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.0,80.0,40.0,60,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70649,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,Low,True,False,True,True,Low,Low,High,,None,True,True,False,Yellow,False,Green,Dense,Porous,Coarse,Brown,True,Single Stem,Slow,85.0,False,False,Moderate,False,None,True,Erect,None,High,18.0,True,True,True,None,High,False,Medium,Medium,Medium,160.0,None,Medium,6.9,4.7,700.0,170.0,80.0,32.0,50.0,None,Intermediate,-33.0,Mid Spring,Field Collections Only,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,73.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Full;Partial Sun,Bare Root;Container;Seed,Lumber;Naval Store,Clay;Well Drained;Loam,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Carya cordiformis,1197.0,bitternut hickory,CACO15,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,50.0,80.0,30.0,50,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70586,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,Low,True,False,True,True,Low,Low,High,,None,False,True,False,Green,False,Green,Dense,Porous,Coarse,Brown,True,Single Stem,Slow,75.0,False,False,Moderate,False,None,True,Erect,None,High,30.0,True,True,True,Low,High,True,High,Medium,Medium,120.0,None,Medium,7.4,4.8,700.0,170.0,70.0,25.0,50.0,None,Intolerant,-47.0,Mid Spring,Routinely Available,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,156.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Full;Partial Sun,Bare Root;Container;Seed,Lumber;Naval Store,Gravel;Loam,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Carya glabra,1198.0,pignut hickory,CAGL8,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,50.0,80.0,25.0,35,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70594,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,Low,True,False,False,True,Low,Low,High,,None,False,True,False,Yellow,False,Green,Dense,Porous,Coarse,Brown,True,Single Stem,Slow,80.0,False,False,Moderate,False,None,True,Erect,None,High,30.0,True,False,True,None,High,True,High,Medium,Medium,140.0,None,Medium,7.3,4.8,700.0,170.0,80.0,30.0,50.0,None,Intermediate,-30.0,Mid Spring,Contracting Only,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,200.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,March;April,Spring;Summer,Full;Partial Sun,Bare Root;Container;Seed,Lumber;Naval Store,Clay;Well Drained;Loam,Low;Medium,Coarse textured soils;Medium textured soils
Carya illinoinensis,1199.0,pecan,CAIL2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,60.0,80.0,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,70608,Dicot,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,Low,True,False,False,True,Low,Low,High,,None,False,False,False,Yellow,False,Yellow-Green,Dense,Porous,Fine,Brown,True,Single Stem,Slow,120.0,False,False,Long,False,None,True,Erect,None,High,35.0,True,True,True,None,Low,True,Low,High,Low,180.0,Low,High,7.5,4.5,700.0,300.0,79.0,28.0,32.0,None,Intolerant,-21.0,Early Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,True,True,False,False,False,Slow,Medium,False,Slow,130.0,True,True,False,False,United States,,Spring;Summer,,Bare Root;Container;Cuttings;Seed,Berry Nut Seed;Lumber;Nursery Stock,,,Coarse textured soils;Fine textured soils;Medium textured soils
Carya ovata,1200.0,shagbark hickory,CAOV2,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,60.0,90.0,50.0,70,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,70622,Dicot,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,Low,True,False,True,False,Low,,High,,None,False,True,False,Yellow,True,Green,Moderate,Porous,Coarse,Brown,True,Single Stem,Slow,75.0,False,False,Long,False,None,True,Erect,None,High,15.0,True,True,True,None,Medium,True,Medium,Medium,Medium,140.0,None,Medium,7.3,4.0,700.0,300.0,80.0,29.0,48.0,Low,Intermediate,-40.0,Late Spring,Routinely Available,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,High,False,None,96.0,True,True,False,False,Albemarle County;Charlottesville City;Greene County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,March;April;May;June,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Seed,Berry Nut Seed;Lumber;Naval Store,Clay;Loam,Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Catalpa speciosa,1202.0,northern catalpa,CASP8,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,40.0,70.0,20.0,50,False,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,49194,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Low,False,True,True,False,Low,Low,High,,None,False,True,False,White,True,Dark Green,Dense,Porous,Medium,Brown,True,Single Stem,Rapid,60.0,False,False,Long,False,Low,True,Erect,None,High,20.0,True,False,True,None,Low,False,Medium,Medium,None,90.0,None,Low,7.0,5.5,1200.0,100.0,80.0,20.0,20.0,Low,Intolerant,-38.0,Early Summer,Routinely Available,Medium,Fall,Fall,True,True,False,True,False,False,True,False,False,False,Slow,Medium,False,Slow,20480.0,True,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Orange County;Virginia;United States;Fauquier County,May;June;July;August,Spring,Full;Partial Sun,Bare Root;Container;Seed,Lumber;Nursery Stock,Well Drained;Silt;Loam,Low,Coarse textured soils;Medium textured soils
Celtis occidentalis,1206.0,common hackberry,CEOC,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,40.0,60.0,40.0,60,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70944,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,Low,False,False,False,False,Medium,Low,High,,None,False,True,False,Green,False,Green,Dense,Porous,Coarse,Purple,False,Single Stem,Rapid,60.0,False,False,Moderate,False,None,True,Erect,None,High,26.0,True,True,True,Medium,Medium,True,High,Medium,Low,120.0,Medium,Low,8.0,6.0,300.0,170.0,64.0,14.0,36.0,Low,Tolerant,-47.0,Mid Spring,Routinely Available,High,Summer,Fall,True,True,False,True,False,True,True,False,False,False,Moderate,Medium,False,None,43000.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May,Spring;Summer,,Bare Root;Container;Cuttings;Seed,Lumber;Nursery Stock,Acid;Loam,,Coarse textured soils;Fine textured soils;Medium textured soils
Diospyros virginiana,1259.0,American persimmon,DIVI5,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,100.0,25.0,35,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,64536,Dicot,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,Low,True,False,False,False,Medium,,High,,None,True,True,True,Yellow,False,Dark Green,Moderate,Porous,Medium,Orange,True,Single Crown,Slow,55.0,False,False,Long,False,None,True,Irregular,None,High,25.0,True,True,True,None,None,True,Medium,Medium,Medium,200.0,None,Medium,7.5,4.7,700.0,300.0,80.0,30.0,36.0,Low,Tolerant,-21.0,Late Spring,Routinely Available,High,Summer,Winter,True,True,False,True,False,True,True,False,False,False,Slow,High,False,Moderate,1200.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Berry Nut Seed;Nursery Stock,Clay;Well Drained;Silt;Rocky;Loam,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Fagus grandifolia,1297.0,American beech,FAGR,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,60.0,100.0,40.0,50,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70143,Dicot,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,,True,False,True,True,Low,,Medium,,None,False,True,False,Yellow,False,Green,Dense,Dense,Medium,Brown,False,Single Stem,Slow,80.0,False,False,Long,False,None,True,Erect,None,High,30.0,True,False,True,Low,Low,True,High,Low,Medium,92.0,None,Medium,7.2,4.1,800.0,300.0,80.0,28.0,32.0,None,Tolerant,-44.0,Mid Spring,Routinely Available,Medium,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,1600.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Seed,Berry Nut Seed;Lumber;Naval Store;Nursery Stock,Loam,Medium,Coarse textured soils;Medium textured soils
Fraxinus americana,1301.0,white ash,FRAM2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,50.0,70.0,40.0,50,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,49739,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,,False,False,False,False,Medium,,High,,None,True,True,False,Yellow,False,Green,Dense,Porous,Fine,Brown,True,Single Stem,Moderate,90.0,False,False,Moderate,False,None,True,Erect,None,High,40.0,True,False,True,Low,Medium,True,Low,High,Medium,90.0,None,High,7.5,4.7,800.0,300.0,80.0,28.0,40.0,Medium,Intolerant,-34.0,Mid Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,10000.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May,Spring;Summer,Partial Sun;Shade,Bare Root;Container;Seed,Lumber;Naval Store;Nursery Stock,,Medium,Coarse textured soils;Medium textured soils
Fraxinus nigra,1302.0,black ash,FRNI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,49771,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,Low,False,False,False,True,Medium,Low,High,,None,False,False,False,White,False,Green,Dense,Porous,Coarse,Brown,False,Single Stem,Slow,65.0,False,False,Moderate,False,None,True,Erect,None,Medium,20.0,True,False,True,Medium,,True,Low,Medium,Medium,80.0,None,High,8.2,4.4,800.0,300.0,50.0,20.0,40.0,None,Intolerant,-47.0,Early Spring,Routinely Available,Low,Summer,Summer,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,9730.0,True,True,False,False,Albemarle County;Charlottesville City;Greene County;Madison County;Nelson County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,,Bare Root;Container;Seed,Lumber;Naval Store,,,Coarse textured soils;Medium textured soils
Fraxinus pennsylvanica,1303.0,"green,red ash",FRPE,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,50.0,70.0,35.0,50,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,49774,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,Low,False,False,False,False,Medium,Low,High,,None,True,True,False,Green,True,Yellow-Green,Dense,Moderate,Coarse,Brown,False,Single Crown,Rapid,80.0,False,False,Short,False,None,True,Irregular,None,High,35.0,True,True,True,Medium,High,True,Medium,Medium,Medium,120.0,Medium,Medium,8.1,5.0,800.0,300.0,71.0,15.0,40.0,Low,Tolerant,-47.0,Late Spring,Routinely Available,High,Spring,Summer,False,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,17260.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Seed,Lumber;Naval Store;Nursery Stock,,Low;Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
